OBJECTID_1,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,CTY_FIPS,OBJECTID,countyFIPS,CountyName,State,population,NEW_DTH_PD2,DR_2,PCT_0to19,PCT_20to34,PCT_35to49,PCT_50to74,PCT_over75,DIAB_PCT,CARDIO_MR,OBESE_PCT,DR2_log,Shape_Length,Shape_Area,X,Y
235,08,003,00198117,08003,Alamosa,Alamosa County,06,H1,G4020, , , ,A,1871643031,1670455,+37.5684423,-105.7880414,8003,182,8003,Alamosa County,CO,16233,7,4.794520548,29.7,25.9,15.3,23.8,5.3,7.3,221.8,31.1,0.680745184,177429.8077,1863800039,-858659.1521,-112297.9909
236,12,017,00295752,12017,Citrus,Citrus County,06,H1,G4020, ,26140, ,A,1507161659,981147323,+28.8502922,-082.5955524,12017,231,12017,Citrus County,FL,149657,15,1.385041551,16.5,11.9,13.2,42.1,16.3,8.8,726.7,29.8,0.141462802,278049.8816,2511743480,1315660.552,-1028743.36
237,47,041,01639738,47041,DeKalb,DeKalb County,06,H1,G4020, , , ,A,788430955,63639368,+35.9822191,-085.8335959,47041,1523,47041,DeKalb County,TN,20490,1,0.389105058,23.5,17.4,19.6,32.7,6.8,20.6,392.3,35.3,-0.409933124,173337.5105,848691586.5,911428.6724,-284344.6673
238,18,031,00450345,18031,Decatur,Decatur County,06,H1,G4020,294,24700, ,A,964946132,1955432,+39.3059799,-085.4998310,18031,566,18031,Decatur County,IN,26559,1,1.111111111,26.8,18,18.1,29.8,7,10.2,328.4,33.8,0.045757491,127656.5684,961625649.1,898598.2397,85852.91854
239,18,037,00451675,18037,Dubois,Dubois County,06,H1,G4020, ,27540, ,A,1106611837,20897444,+38.3733441,-086.8733845,18037,569,18037,Dubois County,IN,42736,9,2.216748768,27,16.8,18.2,30.5,7.6,9.1,338.3,31.7,0.345716476,146907.865,1121464132,791473.1828,-30972.32479
240,51,057,01480118,51057,Essex,Essex County,06,H1,G4020, , , ,A,666494453,74795284,+37.9363890,-076.9337475,51057,1805,51057,Essex County,VA,10953,1,3.703703704,22.4,15.6,16.6,36.9,8.5,10.1,439.6,35.4,0.568636236,179606.2761,737411248.6,1654527.586,55735.51603
241,45,089,01248018,45089,Williamsburg,Williamsburg County,06,H1,G4020, , , ,A,2419477521,7461492,+33.6264617,-079.7164740,45089,1489,45089,Williamsburg County,SC,30368,10,1.615508885,23.5,18,17.8,33.3,7.4,19.6,379,45.7,0.208309351,250610.2676,2424464444,1500437.29,-462804.7186
242,40,063,01101819,40063,Hughes,Hughes County,06,H1,G4020, , , ,A,2083569822,26467409,+35.0529339,-096.2511829,40063,1345,40063,Hughes County,OK,13279,1,1.01010101,24,20.7,17.9,29,8.4,13.9,562.4,36.4,0.004364805,212490.3992,2103744976,-22764.21021,-438538.7958
243,51,005,01673675,51005,Alleghany,Alleghany County,06,H1,G4020, , , ,A,1156616591,8162741,+37.7879048,-080.0086690,51005,1787,51005,Alleghany County,VA,14860,1,3.03030303,21.2,15.3,17,36.3,10,10.9,415.8,33,0.48148606,205718.3032,1158752827,1394339.369,-11992.16717
244,28,087,00695767,28087,Lowndes,Lowndes County,06,H1,G4020,200,18060, ,A,1309092529,28545194,+33.4714237,-088.4397227,28087,995,28087,Lowndes County,MS,58595,13,1.800554017,26.5,21.1,17.8,28.3,6.2,15.6,315.6,36.7,0.255406155,202016.4304,1336585236,701035.4559,-584262.292
245,18,143,00450386,18143,Scott,Scott County,06,H1,G4020,350,42500, ,A,493140245,6074951,+38.6794309,-085.7518981,18143,610,18143,Scott County,IN,23873,7,5.691056911,25.1,17.6,19.7,31.2,6.3,10.1,343.4,33.6,0.755192929,121163.1202,496507336.2,885357.0985,14850.43593
246,48,435,01384003,48435,Sutton,Sutton County,06,H1,G4020, , , ,A,3765674775,1277066,+30.5221852,-100.5133594,48435,1736,48435,Sutton County,TX,3776,1,1.724137931,25.1,20.8,18.8,28.8,6.5,11,328.2,29.1,0.236572006,255896.5233,3786345326,-437730.0692,-932247.7587
247,40,101,01101838,40101,Muskogee,Muskogee County,06,H1,G4020,538,34780, ,A,2099505291,76120773,+35.6175506,-095.3839106,40101,1351,40101,Muskogee County,OK,67997,10,2.717391304,27.1,19.3,18.1,28.4,7,13.9,497.4,40.5,0.434152181,265470.4157,2167774617,56043.33661,-375373.689
248,29,043,00758476,29043,Christian,Christian County,06,H1,G4020, ,44180, ,A,1457099562,3049206,+36.9697388,-093.1876139,29043,915,29043,Christian County,MO,88595,1,0.414937759,27.8,18.3,20.1,27.8,6,12.7,204.6,33.8,-0.382017043,187079.4369,1453224510,249109.9608,-221523.1934
249,28,073,00695760,28073,Lamar,Lamar County,06,H1,G4020,279,25620, ,A,1286109795,8871408,+31.1975865,-089.5063691,28073,988,28073,Lamar County,MS,63343,7,0.832342449,27.2,22.1,20.6,25,5.2,12.4,219.4,35.9,-0.079697956,161574.9438,1299549965,620274.1011,-842619.9258
250,18,137,00450385,18137,Ripley,Ripley County,06,H1,G4020, , , ,A,1156231104,4243112,+39.1002257,-085.2604937,18137,608,18137,Ripley County,IN,28324,1,1.298701299,26.3,16.8,18.6,31.1,7.3,11.1,368.1,31.4,0.113509275,138565.6412,1154140449,921595.2651,65783.46545
251,13,147,01687995,13147,Hart,Hart County,06,H1,G4020, , , ,A,601970613,63521436,+34.3487328,-082.9632900,13147,350,13147,Hart County,GA,26205,1,0.45045045,23.1,17,17.4,33.5,8.9,8.3,352.5,31.6,-0.346352975,111595.0417,664097951.5,1192747.254,-430540.0095
252,22,049,00558592,22049,Jackson,Jackson Parish,15,H1,G4020, , , ,A,1474681465,28647417,+32.3042901,-092.5616997,22049,736,22049,Jackson Parish,LA,15744,5,2.057613169,23.9,18.9,18.3,30.5,8.5,10.8,389.9,36.9,0.313363731,173911.2942,1505243300,324532.0073,-737036.9316
253,51,133,01480152,51133,Northumberland,Northumberland County,06,H1,G4020, , , ,A,495805446,243886813,+37.8569736,-076.3796872,51133,1844,51133,Northumberland County,VA,12095,1,2.631578947,16.4,11.7,12.3,45,14.8,10.3,436.3,24.1,0.420216403,140487.2974,735845485.6,1704529.88,56908.65951
254,48,157,01383864,48157,Fort Bend,Fort Bend County,06,H1,G4020,288,26420, ,A,2231836834,60950681,+29.5266017,-095.7710149,48157,1642,48157,Fort Bend County,TX,811688,96,1.890135854,30.3,18.1,22.8,25.4,3.5,9.4,135.4,25.4,0.27649302,261189.6656,2310163162,22377.68075,-1050743.796
255,55,127,01581123,55127,Walworth,Walworth County,06,H1,G4020,376,48580, ,A,1438448435,54928965,+42.6681095,-088.5417306,55127,1932,55127,Walworth County,WI,103868,4,0.511508951,24.8,20,17.5,31,6.8,7.7,276.7,33.1,-0.291146762,154645.0816,1488081376,608552.2268,432274.9375
256,36,103,00974149,36103,Suffolk,Suffolk County,06,H1,G4020,408,35620,35004,A,2359930478,3786764809,+40.9435540,-072.6922183,36103,1256,36103,Suffolk County,NY,1476601,91,2.585961921,24.3,18.2,19.5,31.1,7,7.7,297.1,25.5,0.412622125,375967.8112,6116111709,1932232.447,463813.0227
257,29,119,00758518,29119,McDonald,McDonald County,06,H1,G4020, , , ,A,1397155452,520251,+36.6279546,-094.3437164,29119,937,29119,McDonald County,MO,22837,7,0.775193798,28.2,17.5,19.4,28.9,5.9,8,247,33.9,-0.110589711,154746.6971,1391377962,147055.0518,-261864.2784
258,31,157,00835900,31157,Scotts Bluff,Scotts Bluff County,06,H1,G4020, ,42420, ,A,1915576081,15402683,+41.8503306,-103.7015494,31157,1164,31157,Scotts Bluff County,NE,35618,6,3.389830508,27.4,17.7,16.6,29.5,8.8,10.3,275.1,34.4,0.530177984,181597.2353,1922585292,-636560.1218,343455.7178
259,01,081,00161566,01081,Lee,Lee County,06,H1,G4020,194,12220, ,A,1573528082,21515484,+32.6040644,-085.3530477,1081,39,1081,Lee County,AL,164542,10,0.496277916,26.3,28.5,18,23,4.2,10.6,179.3,30.8,-0.30427505,203769.7699,1596179574,997655.9756,-651701.226
260,48,367,01383969,48367,Parker,Parker County,06,H1,G4020,206,19100,23104,A,2340624021,16510094,+32.7770964,-097.8059049,48367,1714,48367,Parker County,TX,142878,11,1.121304791,27.2,17.1,19.2,30.9,5.7,7.7,256.6,31.9,0.049723678,194435.7916,2358062492,-169169.4465,-688753.2105
261,27,143,00659516,27143,Sibley,Sibley County,06,H1,G4020, , , ,A,1525073958,30338002,+44.5757343,-094.2301232,27143,896,27143,Sibley County,MN,14865,2,3.333333333,26.2,15.5,18.6,31.1,8.6,7.8,232.9,37.2,0.522878745,228137.2789,1554194346,140280.6439,621082.2134
262,13,293,00346759,13293,Upson,Upson County,06,H1,G4020,122,45580, ,A,837774876,10585407,+32.8818367,-084.2922831,13293,407,13293,Upson County,GA,26320,11,5.85106383,25.3,17.4,18.1,31.8,7.4,7.2,564.6,22.4,0.767234836,147981.0065,848536848,1092156.15,-608773.1564
263,06,097,01657246,06097,Sonoma,Sonoma County,06,H1,G4020,488,42220, ,A,4080862341,498084088,+38.5251824,-122.9261095,6097,173,6097,Sonoma County,CA,494336,28,1.229148376,22.6,19,18.6,32.6,7.1,6.8,255.8,23.7,0.089604312,379415.7413,4554254074,-2301204.122,289403.2586
264,16,019,00395407,16019,Bonneville,Bonneville County,06,H1,G4020,292,26820, ,A,4832872003,88855960,+43.3951708,-111.6218783,16019,491,16019,Bonneville County,ID,119062,2,0.313479624,33.4,20,17.5,23.7,5.2,9.5,232.8,29.1,-0.503790683,372541.7718,4908669430,-1255600.781,595052.9912
265,13,013,00356976,13013,Barrow,Barrow County,06,H1,G4020,122,12060, ,A,417082919,4909580,+33.9920094,-083.7123025,13013,295,13013,Barrow County,GA,83240,15,2.049180328,28.8,20.6,21,25.4,4.3,13.5,194.3,38.5,0.311580178,109839.2212,421322489.4,1130019.104,-479363.8203
266,26,037,01622961,26037,Clinton,Clinton County,06,H1,G4020, ,29620, ,A,1466836593,21279015,+42.9504550,-084.5916949,26037,827,26037,Clinton County,MI,79595,2,0.757575758,25.3,18,19.1,31.2,6.4,11.2,204.2,34.2,-0.120573931,154052.996,1483313953,924878.3826,495816.3654
267,17,135,01784866,17135,Montgomery,Montgomery County,06,H1,G4020, , , ,A,1822740452,15459874,+39.2280681,-089.4781406,17135,537,17135,Montgomery County,IL,28414,5,5.050505051,21.7,18.3,18.3,31.9,9.6,10.4,300.7,31,0.70333481,213051.3746,1828168476,559518.4281,45647.39343
268,28,003,00711755,28003,Alcorn,Alcorn County,06,H1,G4020,539,18420, ,A,1036110409,3408033,+34.8865689,-088.5811091,28003,957,28003,Alcorn County,MS,36953,2,0.628930818,26.1,18.1,18.5,29.9,7.4,15.4,482.1,38.6,-0.201397124,136770.7055,1036625528,675683.2989,-429638.1231
269,22,043,00558567,22043,Grant,Grant Parish,15,H1,G4020, ,10780, ,A,1665848458,56005520,+31.5977873,-092.5617156,22043,733,22043,Grant Parish,LA,22389,7,2.904564315,22.9,21.9,21.8,28.1,5.3,15.5,302.5,45,0.463080997,276659.1166,1726472017,327312.1528,-814862.2581
270,17,115,00424256,17115,Macon,Macon County,06,H1,G4020, ,19500, ,A,1503684112,13406665,+39.8602372,-088.9615288,17115,530,17115,Macon County,IL,104009,4,1.666666667,25,18.3,17.2,31.3,8.6,16.8,347.6,36.1,0.22184875,169327.6656,1508918811,598424.7553,118570.1244
271,26,149,01625034,26149,St. Joseph,St. Joseph County,06,H1,G4020,310,44780, ,A,1296536371,52915577,+41.9114878,-085.5228703,26149,860,26149,St. Joseph County,MI,60964,5,1.162790698,27.2,17.7,17.4,30.9,7.1,16.8,358.8,34.5,0.065501549,151483.6782,1343659752,863166.4058,373230.492
272,31,001,00835823,31001,Adams,Adams County,06,H1,G4020, ,25580, ,A,1458872837,2477681,+40.5206322,-098.5000441,31001,1144,31001,Adams County,NE,31363,1,1.492537313,27.9,19.2,15.7,29.3,7.8,10.8,295.1,37.2,0.173925197,152631.7473,1453782071,-210820.5824,172144.5313
273,27,109,00659500,27109,Olmsted,Olmsted County,06,H1,G4020,462,40340, ,A,1692589218,3226186,+43.9994993,-092.4100977,27109,886,27109,Olmsted County,MN,158293,13,1.362683438,26.7,20.3,18.7,27.6,6.7,7,209.2,26.8,0.134394978,177922.1898,1692846739,288006.086,561417.9133
274,34,039,00882235,34039,Union,Union County,06,H1,G4020,408,35620,35084,A,266163567,6847407,+40.6598707,-074.3086957,34039,1190,34039,Union County,NJ,556341,273,41.05263158,25.9,19,21,27.8,6.2,7,225.4,25.2,1.613341002,96564.02799,271612870.7,1807839.037,400304.9931
275,01,097,00161575,01097,Mobile,Mobile County,06,H1,G4020,380,33660, ,A,3184064139,1074011171,+30.6845725,-088.1965682,1097,47,1097,Mobile County,AL,413210,74,1.261937244,26.2,20.7,17.9,29.1,6.2,13.3,361.1,38,0.101037758,329906.5809,4278162497,750211.491,-890425.1207
276,01,057,00161554,01057,Fayette,Fayette County,06,H1,G4020, , , ,A,1625693254,4330881,+33.7161568,-087.7642923,1057,28,1057,Fayette County,AL,16302,5,3.225806452,23.8,17,17.8,33.1,8.3,17.9,486.8,37.8,0.508638306,184639.5685,1628104674,763741.8255,-551161.5185
277,01,017,00161534,01017,Chambers,Chambers County,06,H1,G4020,122,29300, ,A,1545085601,16971700,+32.9155039,-085.3940321,1017,9,1017,Chambers County,AL,33254,13,2.594810379,22.9,18.4,18.4,32.5,7.8,15.6,339.1,42,0.414105626,174919.5088,1562293118,990220.182,-617611.7199
278,37,131,01008575,37131,Northampton,Northampton County,06,H1,G4020,468,40260, ,A,1390032558,35891384,+36.4217739,-077.3983518,37131,1101,37131,Northampton County,NC,19483,2,1.587301587,20.4,15.3,15.4,38.3,10.5,18.6,396.4,40.1,0.20065945,235847.9522,1419731718,1649711.152,-117775.591
279,08,081,00198156,08081,Moffat,Moffat County,06,H1,G4020,525,18780, ,A,12284943821,19803411,+40.6108644,-108.2171545,8081,198,8081,Moffat County,CO,13283,1,5.882352941,27.4,17.9,19.5,30.3,4.9,7.2,189.6,20.5,0.769551079,465630.6368,12241594492,-1024598.168,248396.0583
280,21,087,00516890,21087,Green,Green County,06,H1,G4020, ,15820, ,A,740863433,7102447,+37.2780653,-085.5379248,21087,680,21087,Green County,KY,10941,2,7.142857143,23.1,15.8,18.1,34.8,8.1,10.3,380.1,35.6,0.853871964,125700.8949,744286113.6,920099.8638,-139937.4799
281,18,047,00450352,18047,Franklin,Franklin County,06,H1,G4020,178,17140, ,A,995658281,17155846,+39.4097620,-085.0669641,18047,572,18047,Franklin County,IN,22758,2,2.469135802,26,15.8,18.9,32.2,7.1,10.1,268.3,35.2,0.392544977,137004.0772,1007293503,934727.4026,102185.8473
282,37,013,01026333,37013,Beaufort,Beaufort County,06,H1,G4020,272,47820, ,A,2156776424,336988229,+35.4823128,-076.8420144,37013,1050,37013,Beaufort County,NC,46994,2,0.664451827,22.9,15.4,16.8,35.9,9.1,7.3,369.6,44.3,-0.1775365,269717.4475,2485099842,1719433.898,-208671.4229
283,38,015,01035614,38015,Burleigh,Burleigh County,06,H1,G4020, ,13900, ,A,4228659158,92691317,+46.9788291,-100.4695326,38015,1133,38015,Burleigh County,ND,95626,4,0.508905852,25.8,21.6,18,27.7,6.9,7.9,215.2,31.4,-0.293362555,295188.1747,4341194619,-341437.8313,894559.0909
284,37,159,01008583,37159,Rowan,Rowan County,06,H1,G4020,172,16740, ,A,1325058763,31968195,+35.6413550,-080.5217214,37159,1114,37159,Rowan County,NC,142088,14,1.090342679,24.9,18.3,18.9,30.8,7,9.7,332.7,37.1,0.037563012,173879.5167,1352095052,1389854.43,-254775.0129
285,26,071,01622978,26071,Iron,Iron County,06,H1,G4020, , , ,A,3019919276,116800609,+46.1702542,-088.5405261,26071,838,26071,Iron County,MI,11066,1,5.882352941,17.8,12.1,14.1,42.3,13.7,7.5,665.6,28.7,0.769551079,263625.7951,3144953152,577306.5057,824429.2764
286,48,149,01383860,48149,Fayette,Fayette County,06,H1,G4020, , , ,A,2460316903,25574662,+29.8778861,-096.9212309,48149,1640,48149,Fayette County,TX,25346,11,4.150943396,22.7,14.5,16,35.7,10.9,9.5,414.2,24,0.618146811,209528.2778,2502489327,-89471.16751,-1011605.312
287,48,045,01383808,48045,Briscoe,Briscoe County,06,H1,G4020, , , ,A,2330991073,4068657,+34.5251725,-101.2058930,48045,1599,48045,Briscoe County,TX,1546,1,10,20.4,18.4,17.3,32.1,11.8,8.9,318.1,26.7,1,192992.9378,2329608480,-476808.1559,-482414.6842
288,41,003,01155126,41003,Benton,Benton County,06,H1,G4020,440,18700, ,A,1748712468,7740248,+44.4938816,-123.4246641,41003,1368,41003,Benton County,OR,93053,1,1.041666667,23.1,29.5,14.9,26.5,6.1,5.5,160.7,21.7,0.017728767,235370.6298,1754808545,-2147007.148,935246.4155
289,42,063,01213673,42063,Indiana,Indiana County,06,H1,G4020,430,26860, ,A,2142965919,18089072,+40.6514319,-079.0875451,42063,1412,42063,Indiana County,PA,84073,1,0.606060606,23.5,21.9,15.7,30.9,8.1,8.7,287.6,27.4,-0.217483944,223810.104,2149986013,1414902.947,314956.8978
290,22,061,00558077,22061,Lincoln,Lincoln Parish,15,H1,G4020,384,40820, ,A,1221532395,1897706,+32.6018231,-092.6623026,22061,742,22061,Lincoln Parish,LA,46742,9,1.682242991,26,32.2,13.9,22,5.7,11.8,205.5,33.7,0.225888728,163431.3678,1224300417,313222.335,-704210.3627
291,42,099,01213682,42099,Perry,Perry County,06,H1,G4020,276,25420, ,A,1428247558,10591170,+40.3977795,-077.2663284,42099,1428,42099,Perry County,PA,46272,2,3.846153846,23.6,17.1,18.9,33.7,6.6,6.3,268.8,29.3,0.585026652,232596.6995,1431314701,1571293.446,317240.0073
292,40,131,01101853,40131,Rogers,Rogers County,06,H1,G4020,538,46140, ,A,1750176503,92946097,+36.3777941,-095.6013835,40131,1360,40131,Rogers County,OK,92459,9,1.333333333,26.7,18.5,18.7,29.6,6.4,10.2,337,35.5,0.124938736,209953.588,1835190585,35351.98149,-291680.7542
293,29,019,00758464,29019,Boone,Boone County,06,H1,G4020,190,17860, ,A,1775575888,14220423,+38.9898614,-092.3102022,29019,908,29019,Boone County,MO,180463,2,0.2002002,25.2,30.4,16.8,23,4.7,7.6,190,28.3,-0.698535493,220758.1753,1780038462,317892.2556,5360.004888
294,40,015,01101795,40015,Caddo,Caddo County,06,H1,G4020, , , ,A,3309366441,32099077,+35.1679202,-098.3810447,40015,1334,40015,Caddo County,OK,28762,4,2.150537634,27.6,18.8,18.2,28,7.2,13.3,452.1,43,0.332547047,251282.8349,3331017937,-215648.8989,-421795.852
295,08,059,00198145,08059,Jefferson,Jefferson County,06,H1,G4020,216,19740, ,A,1979735379,25071495,+39.5795106,-105.2454620,8059,193,8059,Jefferson County,CO,582881,56,3.435582822,22.6,20,19.9,31.3,6.1,5.4,228.7,20.8,0.536000423,287044.9895,1993924684,-789025.8138,105094.3465
296,54,011,01550012,54011,Cabell,Cabell County,06,H1,G4020,170,26580, ,A,727845449,18114546,+38.4195778,-082.2433966,54011,1939,54011,Cabell County,WV,91945,2,0.803212851,23.4,22.6,17.5,28.8,7.6,12.2,346.5,36.7,-0.095169352,155422.8664,741950630.9,1190505.196,25605.49623
297,48,383,01383977,48383,Reagan,Reagan County,06,H1,G4020, , , ,A,3044049120,1792716,+31.3751911,-101.5143954,48383,1721,48383,Reagan County,TX,3849,3,5.660377358,33.2,20.8,19.3,21.8,4.8,6.6,360.4,27.8,0.752845385,223153.4408,3055531165,-526793.7729,-831000.7285
298,08,117,00198174,08117,Summit,Summit County,06,H1,G4020, ,14720, ,A,1575563237,28310936,+39.6210227,-106.1375545,8117,208,8117,Summit County,CO,31011,2,2.197802198,18.4,24.9,23,30.7,2.9,4.1,102.2,15.3,0.341988603,249938.6636,1595173690,-861959.2091,118234.066
299,20,035,00484987,20035,Cowley,Cowley County,06,H1,G4020,556,49060, ,A,2915648171,17322935,+37.2345068,-096.8372468,20035,630,20035,Cowley County,KS,34908,1,0.709219858,27.2,18.8,17,28.7,8,11.2,320.9,39.5,-0.149219113,216516.754,2918590706,-73947.95666,-195280.4289
300,04,017,00042808,04017,Navajo,Navajo County,06,H1,G4020, ,43320, ,A,25769061034,24125807,+35.3907852,-110.3210248,4017,130,4017,Navajo County,AZ,110924,123,3.694803244,30,18.2,16,29.1,6.5,13.2,252.6,33.8,0.567591316,932827.0478,25708939884,-1291344.168,-299100.4345
301,28,085,00695766,28085,Lincoln,Lincoln County,06,H1,G4020,298,15020, ,A,1518269755,5291052,+31.5352155,-090.4535663,28085,994,28085,Lincoln County,MS,34153,9,1.939655172,27.2,17.5,19,29.6,6.8,13.5,371.3,38.7,0.287724529,177757.1343,1527863103,527869.7425,-812454.3622
302,28,143,00695792,28143,Tunica,Tunica County,06,H1,G4020,368,32820, ,A,1176191638,57012297,+34.6522011,-090.3717697,28143,1023,28143,Tunica County,MS,9632,2,1.156069364,30.8,20.2,20.4,25.1,3.5,14,512.9,44,0.062983892,243499.2606,1230130547,514052.3839,-466822.375
303,29,081,00758495,29081,Harrison,Harrison County,06,H1,G4020, , , ,A,1871309888,10070644,+40.3456200,-093.9925818,29081,927,29081,Harrison County,MO,8352,1,2,26.6,15.4,15.5,31.7,10.9,14.8,594.2,36.2,0.301029996,177033.3739,1871513923,169667.8489,152256.9707
304,18,005,00451683,18005,Bartholomew,Bartholomew County,06,H1,G4020,294,18020, ,A,1053968848,6715105,+39.2058430,-085.8979988,18005,558,18005,Bartholomew County,IN,83779,12,5.769230769,26.1,20.3,19.3,27.6,6.6,10.5,236.8,31.6,0.761117911,137510.7482,1054893584,866049.7161,70873.28677
305,13,223,00349912,13223,Paulding,Paulding County,06,H1,G4020,122,12060, ,A,808983871,5212122,+33.9210299,-084.8671693,13223,379,13223,Paulding County,GA,168667,8,0.767754319,29.3,19.1,23.3,24.7,3.6,9.2,173.1,36.7,-0.114777732,122149.6922,812991084.1,1025374.111,-501005.1999
306,47,141,01639783,47141,Putnam,Putnam County,06,H1,G4020, ,18260, ,A,1038860592,3777708,+36.1409404,-085.4961801,47141,1562,47141,Putnam County,TN,80245,8,0.782778865,24.9,23.2,17.2,27.7,6.7,8.5,290.5,28.3,-0.106360909,244271.4963,1038352315,939501.6563,-263161.1647
307,25,027,00606940,25027,Worcester,Worcester County,06,H4,G4020,148,49340, ,N,3912627580,177366263,+42.3116934,-071.9402820,25027,785,25027,Worcester County,MA,830622,211,10.7106599,24.4,19.6,19.4,30.3,6.3,8,239.5,27.8,1.029816229,357434.9376,4074128076,1954454.903,631776.3268
308,39,091,01074058,39091,Logan,Logan County,06,H1,G4020,198,13340, ,A,1187523861,21593253,+40.3875532,-083.7663430,39091,1298,39091,Logan County,OH,45672,1,1.333333333,25.9,16.7,18.3,32.1,7,5.9,355,38.6,0.124938736,144588.0891,1202789370,1030246.018,223359.8733
309,06,031,00277280,06031,Kings,Kings County,06,H1,G4020,260,25260, ,A,3602601923,3164290,+36.0724780,-119.8155301,6031,147,6031,Kings County,CA,152940,51,1.572617946,30.1,25.2,19.9,20.6,4.1,13.5,182.3,34,0.196623227,285657.2003,3591170784,-2112400.333,-47274.04716
310,06,073,00277301,06073,San Diego,San Diego County,06,H1,G4020, ,41740, ,A,10904455257,817317026,+33.0236041,-116.7761174,6073,163,6073,San Diego County,CA,3338330,292,1.358518656,24.7,24.3,19.5,25.7,5.7,7.3,205,20.1,0.133065607,463058.3714,11721315387,-1923576.677,-442670.13
311,29,037,00758473,29037,Cass,Cass County,06,H1,G4020,312,28140, ,A,1804223313,14963188,+38.6464737,-094.3545467,29037,914,29037,Cass County,MO,105780,2,0.378787879,27,17.1,19.1,29.9,6.8,8.3,273.5,36.5,-0.421603927,198587.9914,1809331574,142443.337,-37912.80507
312,36,027,00974112,36027,Dutchess,Dutchess County,06,H1,G4020,408,39100, ,A,2060721458,76913171,+41.7547699,-073.7400411,36027,1228,36027,Dutchess County,NY,294218,11,1.943462898,22.9,19,18.8,32.2,7.2,8.1,291.8,27.7,0.288576254,220557.7542,2128196723,1824377.463,530729.6932
313,48,477,01384024,48477,Washington,Washington County,06,H1,G4020,288,14780, ,A,1564855485,45471320,+30.2150752,-096.4102717,48477,1755,48477,Washington County,TX,35882,13,4.942965779,27.1,15.8,16.1,31.4,9.6,12.6,296.2,36.7,0.693987604,265857.9205,1619718908,-39075.92,-974516.258
314,08,101,00198166,08101,Pueblo,Pueblo County,06,H1,G4020,444,39380, ,A,6181242644,28941441,+38.1627652,-104.4846683,8101,204,8101,Pueblo County,CO,168424,16,5.333333333,25.6,19.3,17.6,29.9,7.6,8.5,234,31,0.726998728,334108.4254,6177236130,-740896.9573,-57177.26747
315,29,067,00758488,29067,Douglas,Douglas County,06,H1,G4020, , , ,A,2107274104,2520175,+36.9465168,-092.5158918,29067,921,29067,Douglas County,MO,13185,2,2.985074627,23.1,14.7,15.5,36.8,9.9,8.9,478.6,30.6,0.474955193,202637.6463,2099839805,310375.0432,-223496.8468
316,37,051,01026124,37051,Cumberland,Cumberland County,06,H1,G4020,246,22180, ,A,1690112815,15336702,+35.0501921,-078.8287187,37051,1067,37051,Cumberland County,NC,335509,33,1.701030928,27.9,27.6,17.1,22.9,4.5,12.3,203.4,32.1,0.23071221,218069.0712,1700360644,1552819.323,-291898.3565
317,06,061,00277295,06061,Placer,Placer County,06,H1,G4020,472,40900, ,A,3644306224,246466621,+39.0620323,-120.7227181,6061,158,6061,Placer County,CA,398329,6,0.361663653,24.8,16.3,19.7,31.1,8.1,5.4,268.1,20.2,-0.441695135,412700.6549,3869548650,-2101763.821,293657.4977
318,48,305,01383938,48305,Lynn,Lynn County,06,H1,G4020,352,31180, ,A,2309924847,4169718,+33.1784124,-101.8184933,48305,1695,48305,Lynn County,TX,5951,3,5.357142857,29.6,16.9,16.8,28.8,7.9,13.7,384.6,26.1,0.728933228,192576.1715,2313401488,-541918.5516,-628870.9978
319,37,153,01008581,37153,Richmond,Richmond County,06,H1,G4020, ,40460, ,A,1226849523,15575098,+35.0046360,-079.7556946,37153,1111,37153,Richmond County,NC,44829,5,1.602564103,25.3,18.7,18.3,30.8,6.8,21.2,421.1,38.2,0.20481541,207800.6219,1238779940,1471362.195,-311809.1782
320,37,093,01008563,37093,Hoke,Hoke County,06,H1,G4020,246,22180, ,A,1010491623,3949309,+35.0172328,-079.2419635,37093,1085,37093,Hoke County,NC,55234,7,1.682692308,29.8,24.6,19.9,22.6,3.1,12.9,191.7,36.5,0.226004709,163006.8561,1011450778,1516829.483,-302191.7101
321,45,035,01247998,45035,Dorchester,Dorchester County,06,H1,G4020, ,16700, ,A,1472652734,6706075,+33.0821859,-080.4046966,45035,1462,45035,Dorchester County,SC,162809,33,1.305379747,27.4,19.7,20.5,27.8,4.7,10.4,210.4,33.3,0.11573687,271894.2859,1479160603,1448695.016,-532823.9058
322,47,177,01639796,47177,Warren,Warren County,06,H1,G4020, ,32660, ,A,1120619165,3524883,+35.6782498,-085.7773428,47177,1574,47177,Warren County,TN,41277,4,1.146131805,25.8,17.6,19.3,30.3,7,14.1,344.9,35.7,0.059234564,160092.5297,1120013829,920005.5673,-317012.582
323,45,015,01247985,45015,Berkeley,Berkeley County,06,H1,G4020, ,16700, ,A,2858362692,337375088,+33.2077000,-079.9536554,45015,1452,45015,Berkeley County,SC,227907,40,1.137656428,26.8,21.8,19.6,27.3,4.5,12.8,183.6,37.6,0.056011125,326171.6502,3194673028,1488177.504,-512620.1313
